Date,Close,Company,session,lag_1,lag_2,lag_3,lag_5,lag_10,return_1,return_2,return_3,return_5,log_return_1,log_return_2,log_return_3,momentum_3,momentum_5,momentum_10,velocity,acceleration,sma_3,ema_3,sma_5,ema_5,sma_10,ema_10,dist_sma_5,dist_ema_5,volatility_3,volatility_5,volatility_10,roll_min_3,roll_max_3,roll_min_5,roll_max_5,roll_min_10,roll_max_10,range_position_3,range_position_5,range_position_10,zscore_3,zscore_5,zscore_10,rsi_7,macd,macd_signal,bb_upper,bb_lower,bb_position,day_of_week,month,dow_sin,dow_cos,market_regime,future_close_1,future_close_5,future_close_10,target,target_class,future_close_week,future_close_month
2020-04-30,65.91,DFAL,0,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,3,4,0.43388373911755823,-0.900968867902419,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-04-30,65.91,DFAL,1,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,3,4,0.43388373911755823,-0.900968867902419,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-01,65.91,DFAL,2,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,4,5,-0.433883739117558,-0.9009688679024191,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-01,65.91,DFAL,3,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,4,5,-0.433883739117558,-0.9009688679024191,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-04,65.91,DFAL,4,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,0,5,0.0,1.0,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-04,65.91,DFAL,0,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,0,5,0.0,1.0,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-05,65.91,DFAL,1,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,1,5,0.7818314824680298,0.6234898018587336,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-05,65.91,DFAL,2,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,1,5,0.7818314824680298,0.6234898018587336,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-06,65.91,DFAL,3,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,2,5,0.9749279121818236,-0.22252093395631434,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-06,65.91,DFAL,4,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,2,5,0.9749279121818236,-0.22252093395631434,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-07,65.91,DFAL,0,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,3,5,0.43388373911755823,-0.900968867902419,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-07,65.91,DFAL,1,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,3,5,0.43388373911755823,-0.900968867902419,0,65.91,65.91,65.91,SAME,1.0,65.91,65.91
2020-05-08,65.91,DFAL,2,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,4,5,-0.433883739117558,-0.9009688679024191,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-08,65.91,DFAL,3,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,4,5,-0.433883739117558,-0.9009688679024191,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-11,65.91,DFAL,4,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,0,5,0.0,1.0,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-11,65.91,DFAL,0,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,0,5,0.0,1.0,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-12,65.91,DFAL,1,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,1,5,0.7818314824680298,0.6234898018587336,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-12,65.91,DFAL,2,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,1,5,0.7818314824680298,0.6234898018587336,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-13,65.91,DFAL,3,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,2,5,0.9749279121818236,-0.22252093395631434,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-13,65.91,DFAL,4,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,2,5,0.9749279121818236,-0.22252093395631434,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-14,65.91,DFAL,0,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,3,5,0.43388373911755823,-0.900968867902419,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-14,65.91,DFAL,1,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,3,5,0.43388373911755823,-0.900968867902419,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-15,65.91,DFAL,2,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,4,5,-0.433883739117558,-0.9009688679024191,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-15,65.91,DFAL,3,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,4,5,-0.433883739117558,-0.9009688679024191,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-18,65.91,DFAL,4,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,0,5,0.0,1.0,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-18,65.91,DFAL,0,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,0,5,0.0,1.0,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-19,65.91,DFAL,1,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,1,5,0.7818314824680298,0.6234898018587336,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-19,65.91,DFAL,2,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,1,5,0.7818314824680298,0.6234898018587336,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-20,65.91,DFAL,3,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,2,5,0.9749279121818236,-0.22252093395631434,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-20,65.91,DFAL,4,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,2,5,0.9749279121818236,-0.22252093395631434,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-21,65.91,DFAL,0,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,3,5,0.43388373911755823,-0.900968867902419,0,65.91,65.91,65.91,SAME,1.0,65.91,64.27
2020-05-21,65.91,DFAL,1,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,3,5,0.43388373911755823,-0.900968867902419,0,65.91,65.91,65.91,SAME,1.0,65.91,62.67
2020-05-22,65.91,DFAL,2,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,4,5,-0.433883739117558,-0.9009688679024191,0,65.91,65.91,65.91,SAME,1.0,65.91,62.67
2020-05-22,65.91,DFAL,3,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,4,5,-0.433883739117558,-0.9009688679024191,0,65.91,65.91,65.91,SAME,1.0,65.91,62.67
2020-05-25,65.91,DFAL,4,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,0,5,0.0,1.0,0,65.91,65.91,65.91,SAME,1.0,65.91,63.5
2020-05-25,65.91,DFAL,0,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,0,5,0.0,1.0,0,65.91,65.91,65.91,SAME,1.0,64.27,63.5
2020-05-26,65.91,DFAL,1,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,1,5,0.7818314824680298,0.6234898018587336,0,65.91,65.91,65.91,SAME,1.0,65.91,63.5
2020-05-26,65.91,DFAL,2,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,0.0,0.0,65.91,65.91,65.91,65.91,65.91,65.91,0.0,0.0,0.0,-1.1547005383792515,-1.78885438199983,-2.8460498941515677,50.0,0.0,0.0,65.91,65.91,-0.2115124735378901,1,5,0.7818314824680298,0.6234898018587336,0,65.91,65.91,65.91,SAME,1.0,64.27,63.5
